file_name,group,label,bbox_x_center,bbox_y_center,bbox_width,bbox_height,category,revised,path
rev14__2__2_20211205 (1542).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1542)
rev14__2__2_20211205 (1543).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1543)
rev14__2__2_20211205 (1580).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1580)
rev14__2__2_20211205 (1584).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1584)
rev14__2__2_20211205 (1590).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1590)
rev14__2__2_20211205 (1591).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1591)
rev14__2__2_20211205 (1592).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1592)
rev14__2__2_20211205 (1594).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1594)
rev14__2__2_20211205 (1596).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1596)
rev14__2__2_20211205 (1604).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1604)
rev14__2__2_20211205 (1612).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1612)
rev14__2__2_20211205 (1615).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1615)
rev14__2__2_20211205 (1617).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1617)
rev14__2__2_20211205 (1619).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1619)
rev14__2__2_20211205 (1622).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1622)
rev14__2__2_20211205 (1628).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1628)
rev14__2__2_20211205 (1630).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1630)
rev14__2__2_20211205 (1631).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1631)
rev14__2__2_20211205 (1635).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1635)
rev14__2__2_20211205 (1638).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1638)
rev14__2__2_20211205 (1639).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1639)
rev14__2__2_20211205 (1815).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1815)
rev14__2__2_20211205 (1823).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211205 (1823)
rev14__2__2_20211206 (1936).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211206 (1936)
rev14__2__2_20211206 (1967).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211206 (1967)
rev14__2__2_20211211 (2327).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2327)
rev14__2__2_20211211 (2335).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2335)
rev14__2__2_20211211 (2341).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2341)
rev14__2__2_20211211 (2345).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2345)
rev14__2__2_20211211 (2353).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2353)
rev14__2__2_20211211 (2355).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2355)
rev14__2__2_20211211 (2362).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2362)
rev14__2__2_20211211 (2366).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2366)
rev14__2__2_20211211 (2369).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2369)
rev14__2__2_20211211 (2370).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2370)
rev14__2__2_20211211 (2373).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2373)
rev14__2__2_20211211 (2378).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2378)
rev14__2__2_20211211 (2381).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2381)
rev14__2__2_20211211 (2384).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2384)
rev14__2__2_20211211 (2385).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2385)
rev14__2__2_20211211 (2387).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2387)
rev14__2__2_20211211 (2393).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2393)
rev14__2__2_20211211 (2401).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2401)
rev14__2__2_20211211 (2404).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211211 (2404)
rev14__2__2_20211214 (2555).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211214 (2555)
rev14__2__2_20211214 (2561).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211214 (2561)
rev14__2__2_20211214 (2562).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__2__2_20211214 (2562)
rev14__32__32_20211126 (171).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__32__32_20211126 (171)
rev14__32__32_20211126 (172).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__32__32_20211126 (172)
rev14__32__32_20211126 (210).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__32__32_20211126 (210)
rev14__32__32_20211126 (211).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__32__32_20211126 (211)
rev14__32__32_20211203 (337).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__32__32_20211203 (337)
rev14__33__33_20211119 (15).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211119 (15)
rev14__33__33_20211125 (120).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211125 (120)
rev14__33__33_20211125 (98).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211125 (98)
rev14__33__33_20211125 (99).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211125 (99)
rev14__33__33_20211127 (139).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211127 (139)
rev14__33__33_20211208 (265).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211208 (265)
rev14__33__33_20211208 (274).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211208 (274)
rev14__33__33_20211212 (328).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211212 (328)
rev14__33__33_20211212 (329).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211212 (329)
rev14__33__33_20211213 (346).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211213 (346)
rev14__33__33_20211213 (347).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211213 (347)
rev14__33__33_20211213 (348).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211213 (348)
rev14__33__33_20211213 (357).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__33__33_20211213 (357)
rev14__35__35_20211213 (160).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__35__35_20211213 (160)
rev14__35__35_20211213 (161).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__35__35_20211213 (161)
rev14__35__35_20211213 (206).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__35__35_20211213 (206)
rev14__36__36_20211203 (1327).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211203 (1327)
rev14__36__36_20211203 (1328).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211203 (1328)
rev14__36__36_20211224 (1688).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211224 (1688)
rev14__36__36_20211226 (1709).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211226 (1709)
rev14__36__36_20211226 (1710).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211226 (1710)
rev14__36__36_20211226 (1728).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211226 (1728)
rev14__36__36_20211229 (1807).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211229 (1807)
rev14__36__36_20211229 (1808).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211229 (1808)
rev14__36__36_20211229 (1809).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211229 (1809)
rev14__36__36_20211229 (1820).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211229 (1820)
rev14__36__36_20211230 (1844).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20211230 (1844)
rev14__36__36_20220108 (1945).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220108 (1945)
rev14__36__36_20220108 (1946).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220108 (1946)
rev14__36__36_20220109 (1955).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220109 (1955)
rev14__36__36_20220109 (1968).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220109 (1968)
rev14__36__36_20220109 (1969).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220109 (1969)
rev14__36__36_20220109 (1970).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220109 (1970)
rev14__36__36_20220124 (2207).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220124 (2207)
rev14__36__36_20220126 (2318).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220126 (2318)
rev14__36__36_20220126 (2319).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220126 (2319)
rev14__36__36_20220127 (2369).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220127 (2369)
rev14__36__36_20220127 (2371).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__36__36_20220127 (2371)
rev14__38__38_20211121 (22).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211121 (22)
rev14__38__38_20211121 (23).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211121 (23)
rev14__38__38_20211121 (46).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211121 (46)
rev14__38__38_20211121 (47).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211121 (47)
rev14__38__38_20211129 (455).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (455)
rev14__38__38_20211129 (456).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (456)
rev14__38__38_20211129 (460).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (460)
rev14__38__38_20211129 (499).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (499)
rev14__38__38_20211129 (500).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (500)
rev14__38__38_20211129 (531).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (531)
rev14__38__38_20211129 (533).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (533)
rev14__38__38_20211129 (534).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (534)
rev14__38__38_20211129 (546).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211129 (546)
rev14__38__38_20211203 (656).txt,val,16,,,,,Empty,N,donanet\images\val\rev14__38__38_20211203 (656)
rev14__38__38_20211203 (657).txt,val,16,,,,,Empty,N,donanet\images\val\rev14__38__38_20211203 (657)
rev14__38__38_20211203 (658).txt,val,16,,,,,Empty,N,donanet\images\val\rev14__38__38_20211203 (658)
rev14__38__38_20211212 (999).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__38__38_20211212 (999)
rev14__41__41_20211205 (49).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__41__41_20211205 (49)
rev14__41__41_20211205 (50).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__41__41_20211205 (50)
rev14__42__42_20211119 (16).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__42__42_20211119 (16)
rev14__42__42_20211119 (17).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__42__42_20211119 (17)
rev14__42__42_20211125 (58).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__42__42_20211125 (58)
rev14__42__42_20211207 (124).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__42__42_20211207 (124)
rev14__44__44_20211119 (25).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__44__44_20211119 (25)
rev14__44__44_20211204 (178).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__44__44_20211204 (178)
rev14__44__44_20211211 (231).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__44__44_20211211 (231)
rev14__45__45_20211202 (114).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__45__45_20211202 (114)
rev14__45__45_20211205 (130).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__45__45_20211205 (130)
rev14__45__45_20211208 (183).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__45__45_20211208 (183)
rev14__45__45_20211208 (197).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__45__45_20211208 (197)
rev14__45__45_20211208 (198).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__45__45_20211208 (198)
rev14__45__45_20211212 (242).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__45__45_20211212 (242)
rev14__45__45_20211215 (412).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__45__45_20211215 (412)
rev14__46__46_20211119 (14).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211119 (14)
rev14__46__46_20211119 (18).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211119 (18)
rev14__46__46_20211119 (6).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211119 (6)
rev14__46__46_20211125 (24).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211125 (24)
rev14__46__46_20211125 (27).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211125 (27)
rev14__46__46_20211125 (84).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211125 (84)
rev14__46__46_20211125 (88).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211125 (88)
rev14__46__46_20211206 (174).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211206 (174)
rev14__46__46_20211206 (175).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211206 (175)
rev14__46__46_20211206 (176).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211206 (176)
rev14__46__46_20211208 (190).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211208 (190)
rev14__46__46_20211210 (204).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__46__46_20211210 (204)
rev14__47__47_20211120 (74).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__47__47_20211120 (74)
rev14__47__47_20211203 (196).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__47__47_20211203 (196)
rev14__47__47_20211213 (364).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__47__47_20211213 (364)
rev14__47__47_20211213 (378).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__47__47_20211213 (378)
rev14__48__48_20211120 (48).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__48__48_20211120 (48)
rev14__48__48_20211120 (56).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__48__48_20211120 (56)
rev14__48__48_20211202 (201).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__48__48_20211202 (201)
rev14__49__49_20211121 (16).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211121 (16)
rev14__49__49_20211121 (67).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211121 (67)
rev14__49__49_20211121 (68).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211121 (68)
rev14__49__49_20211121 (69).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211121 (69)
rev14__49__49_20211122 (227).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211122 (227)
rev14__49__49_20211122 (238).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211122 (238)
rev14__49__49_20211122 (261).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211122 (261)
rev14__49__49_20211122 (303).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211122 (303)
rev14__49__49_20211122 (324).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211122 (324)
rev14__49__49_20211123 (379).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211123 (379)
rev14__49__49_20211123 (423).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211123 (423)
rev14__49__49_20211123 (456).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211123 (456)
rev14__49__49_20211123 (458).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211123 (458)
rev14__49__49_20211123 (525).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211123 (525)
rev14__49__49_20211123 (526).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211123 (526)
rev14__49__49_20211123 (529).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211123 (529)
rev14__49__49_20211123 (551).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211123 (551)
rev14__49__49_20211124 (599).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211124 (599)
rev14__49__49_20211125 (749).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211125 (749)
rev14__49__49_20211126 (842).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211126 (842)
rev14__49__49_20211126 (884).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211126 (884)
rev14__49__49_20211126 (895).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211126 (895)
rev14__49__49_20211126 (904).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211126 (904)
rev14__49__49_20211129 (1106).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211129 (1106)
rev14__49__49_20211129 (1125).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211129 (1125)
rev14__49__49_20211129 (1158).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211129 (1158)
rev14__49__49_20211129 (1170).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211129 (1170)
rev14__49__49_20211129 (1201).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211129 (1201)
rev14__49__49_20211130 (1243).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1243)
rev14__49__49_20211130 (1244).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1244)
rev14__49__49_20211130 (1249).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1249)
rev14__49__49_20211130 (1251).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1251)
rev14__49__49_20211130 (1288).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1288)
rev14__49__49_20211130 (1290).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1290)
rev14__49__49_20211130 (1313).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1313)
rev14__49__49_20211130 (1353).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1353)
rev14__49__49_20211130 (1372).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211130 (1372)
rev14__49__49_20211201 (1392).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211201 (1392)
rev14__49__49_20211201 (1395).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211201 (1395)
rev14__49__49_20211201 (1397).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211201 (1397)
rev14__49__49_20211201 (1427).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211201 (1427)
rev14__49__49_20211201 (1428).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211201 (1428)
rev14__49__49_20211201 (1439).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211201 (1439)
rev14__49__49_20211202 (1563).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211202 (1563)
rev14__49__49_20211202 (1605).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211202 (1605)
rev14__49__49_20211203 (1647).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211203 (1647)
rev14__49__49_20211203 (1706).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211203 (1706)
rev14__49__49_20211203 (1707).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211203 (1707)
rev14__49__49_20211204 (1753).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211204 (1753)
rev14__49__49_20211204 (1755).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211204 (1755)
rev14__49__49_20211205 (1807).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211205 (1807)
rev14__49__49_20211205 (1815).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211205 (1815)
rev14__49__49_20211205 (1849).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211205 (1849)
rev14__49__49_20211205 (1851).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211205 (1851)
rev14__49__49_20211205 (1923).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211205 (1923)
rev14__49__49_20211205 (1943).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211205 (1943)
rev14__49__49_20211206 (1980).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211206 (1980)
rev14__49__49_20211206 (1996).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211206 (1996)
rev14__49__49_20211209 (2265).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211209 (2265)
rev14__49__49_20211209 (2267).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211209 (2267)
rev14__49__49_20211209 (2279).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211209 (2279)
rev14__49__49_20211211 (2351).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211211 (2351)
rev14__49__49_20211211 (2357).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211211 (2357)
rev14__49__49_20211212 (2397).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211212 (2397)
rev14__49__49_20211212 (2445).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211212 (2445)
rev14__49__49_20211212 (2623).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211212 (2623)
rev14__49__49_20211216 (2814).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211216 (2814)
rev14__49__49_20211216 (2815).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__49__49_20211216 (2815)
rev14__4__4_20211121 (14).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211121 (14)
rev14__4__4_20211121 (7).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211121 (7)
rev14__4__4_20211122 (236).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211122 (236)
rev14__4__4_20211123 (328).txt,test,16,,,,,Empty,N,donanet\images\test\rev14__4__4_20211123 (328)
rev14__4__4_20211123 (329).txt,test,16,,,,,Empty,N,donanet\images\test\rev14__4__4_20211123 (329)
rev14__4__4_20211123 (330).txt,test,16,,,,,Empty,N,donanet\images\test\rev14__4__4_20211123 (330)
rev14__4__4_20211125 (417).txt,test,16,,,,,Empty,N,donanet\images\test\rev14__4__4_20211125 (417)
rev14__4__4_20211126 (841).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211126 (841)
rev14__4__4_20211127 (864).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211127 (864)
rev14__4__4_20211128 (1284).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211128 (1284)
rev14__4__4_20211128 (942).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211128 (942)
rev14__4__4_20211128 (985).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211128 (985)
rev14__4__4_20211129 (1402).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211129 (1402)
rev14__4__4_20211129 (1413).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211129 (1413)
rev14__4__4_20211130 (1496).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211130 (1496)
rev14__4__4_20211130 (1553).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211130 (1553)
rev14__4__4_20211201 (1670).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211201 (1670)
rev14__4__4_20211201 (1689).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211201 (1689)
rev14__4__4_20211201 (1692).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211201 (1692)
rev14__4__4_20211202 (1857).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211202 (1857)
rev14__4__4_20211204 (2178).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211204 (2178)
rev14__4__4_20211205 (2343).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211205 (2343)
rev14__4__4_20211206 (2573).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211206 (2573)
rev14__4__4_20211206 (2574).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211206 (2574)
rev14__4__4_20211206 (2575).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211206 (2575)
rev14__4__4_20211208 (2829).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211208 (2829)
rev14__4__4_20211208 (2835).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211208 (2835)
rev14__4__4_20211209 (2953).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211209 (2953)
rev14__4__4_20211212 (3507).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211212 (3507)
rev14__4__4_20211213 (3707).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211213 (3707)
rev14__4__4_20211213 (3708).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211213 (3708)
rev14__4__4_20211213 (3709).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211213 (3709)
rev14__4__4_20211213 (3739).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211213 (3739)
rev14__4__4_20211214 (3821).txt,train,16,,,,,Empty,N,donanet\images\train\rev14__4__4_20211214 (3821)
